model,duplex,split,cm,ds,ms,noise_type,snr,h1,h2,h3,h4,nmse_mean,source
AR,TDD,generalization,A,5e-08,24.0,vanilla,0.0,1.3348268,1.5194074,1.5177809,1.3488415,1.43021415,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,24.0,vanilla,5.0,1.1690488,1.3828933,1.4349545,1.294413,1.3203274,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,24.0,vanilla,10.0,1.1148368,1.3361222,1.4039369,1.2766643,1.28289005,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,24.0,vanilla,15.0,1.098323,1.3215436,1.3944637,1.2701669,1.2711242999999999,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,24.0,vanilla,20.0,1.0923109,1.3162978,1.3923966,1.2684319,1.2673593,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,24.0,vanilla,25.0,1.0907966,1.3148357,1.3915532,1.2680981,1.2663209,AR\TDD\generalization\slice_15\20260227_190957\result.csv
AR,TDD,generalization,A,5e-08,27.0,vanilla,0.0,1.5050691,1.7058775,1.5092903,1.3772017,1.52435965,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,27.0,vanilla,5.0,1.2940634,1.5493971,1.4151568,1.3007241,1.38983535,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,27.0,vanilla,10.0,1.224891,1.5030458,1.3878154,1.2731636,1.3472289499999999,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,27.0,vanilla,15.0,1.2025183,1.486622,1.3770941,1.2650219,1.332814075,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,27.0,vanilla,20.0,1.1961658,1.4820166,1.3748091,1.2628102,1.328950425,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,27.0,vanilla,25.0,1.1937003,1.4803932,1.3739678,1.261897,1.327489575,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,5e-08,30.0,vanilla,0.0,1.80896,1.5617229,1.390893,1.2478516,1.5023568749999998,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,30.0,vanilla,5.0,1.5377367,1.3959839,1.3137715,1.1828905,1.35759565,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,30.0,vanilla,10.0,1.4455453,1.3390957,1.2881761,1.1627486,1.308891425,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,30.0,vanilla,15.0,1.419279,1.3227202,1.2813953,1.1567978,1.295048075,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,30.0,vanilla,20.0,1.4097172,1.3172469,1.2792556,1.155009,1.290307175,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,30.0,vanilla,25.0,1.4071802,1.3153563,1.2783597,1.1544542,1.2888376,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,5e-08,33.0,vanilla,0.0,1.9057033,1.6153069,1.4295366,1.374682,1.5813072,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,33.0,vanilla,5.0,1.6300663,1.4403665,1.3339112,1.2961073,1.425112825,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,33.0,vanilla,10.0,1.542776,1.382155,1.3056533,1.2723521,1.3757340999999998,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,33.0,vanilla,15.0,1.5154709,1.3628677,1.2968209,1.263409,1.359642125,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,33.0,vanilla,20.0,1.5062473,1.3575635,1.2935147,1.2608513,1.3545441999999999,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,33.0,vanilla,25.0,1.5032123,1.3556993,1.2927095,1.2601533,1.3529436,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,5e-08,36.0,vanilla,0.0,2.1080217,1.927504,1.5524473,1.4852921,1.768316275,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,36.0,vanilla,5.0,1.8568318,1.7488195,1.454824,1.4176868,1.619540525,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,36.0,vanilla,10.0,1.7750955,1.6924652,1.4294112,1.3947346,1.572926625,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,36.0,vanilla,15.0,1.7525504,1.675013,1.419856,1.3877622,1.5587954000000002,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,36.0,vanilla,20.0,1.7448988,1.6694503,1.4160697,1.3853253,1.553936025,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,36.0,vanilla,25.0,1.7414742,1.6676308,1.4154449,1.3844942,1.552261025,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,5e-08,39.0,vanilla,0.0,1.5651523,1.5129654,1.4655155,1.5896921,1.533331325,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,39.0,vanilla,5.0,1.3720043,1.3690982,1.3675784,1.4975516,1.401558125,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,39.0,vanilla,10.0,1.3094174,1.3209478,1.3380338,1.46698,1.35884475,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,39.0,vanilla,15.0,1.2881601,1.3065157,1.3273352,1.4566242,1.3446588,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,39.0,vanilla,20.0,1.2821248,1.3021364,1.324427,1.45436,1.34076205,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,39.0,vanilla,25.0,1.2804399,1.3009418,1.3233466,1.4532105,1.3394846999999999,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,5e-08,42.0,vanilla,0.0,2.098294,1.8997045,1.4412862,1.465896,1.726295175,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,42.0,vanilla,5.0,1.8020252,1.7025635,1.3408942,1.3799969,1.5563699500000001,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,42.0,vanilla,10.0,1.7098951,1.6398197,1.3094524,1.353659,1.50320655,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,42.0,vanilla,15.0,1.6778972,1.6194596,1.2999512,1.3452764,1.4856461,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,42.0,vanilla,20.0,1.6694231,1.61347,1.296462,1.3427771,1.48053305,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,42.0,vanilla,25.0,1.6675321,1.6120191,1.2955376,1.3418404,1.4792323,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,5e-08,45.0,vanilla,0.0,1.9525969,1.8532431,1.5847598,1.5000192,1.72265475,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,45.0,vanilla,5.0,1.7452631,1.6754212,1.478031,1.4044553,1.57579265,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,5e-08,45.0,vanilla,10.0,1.676943,1.6172954,1.4430045,1.374473,1.527928975,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,5e-08,45.0,vanilla,15.0,1.6559796,1.598515,1.4305246,1.365762,1.5126952999999999,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,5e-08,45.0,vanilla,20.0,1.6490229,1.594378,1.4279348,1.3629225,1.50856455,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,5e-08,45.0,vanilla,25.0,1.6470516,1.591806,1.4265618,1.3619406,1.50684,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,1.0,vanilla,0.0,0.251648,0.27621517,0.30790916,0.3467421,0.2956286075,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,1.0,vanilla,5.0,0.12783319,0.18955423,0.2644384,0.31069526,0.22313027,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,1.0,vanilla,10.0,0.08834409,0.16183268,0.2500658,0.29911438,0.19983923750000002,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,1.0,vanilla,15.0,0.07625943,0.15351647,0.24582353,0.2954601,0.1927648825,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,1.0,vanilla,20.0,0.07232713,0.15078601,0.2444541,0.29437372,0.19048524,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,1.0,vanilla,25.0,0.07113083,0.14995123,0.24404725,0.29404134,0.1897926625,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,3.0,vanilla,0.0,0.3419357,0.5095823,0.7053533,0.8182759,0.5937868,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,3.0,vanilla,5.0,0.23394278,0.4352119,0.66716486,0.7869088,0.530807085,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,3.0,vanilla,10.0,0.20004633,0.41167617,0.65565926,0.7775083,0.511222515,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,3.0,vanilla,15.0,0.18925245,0.40422383,0.6518249,0.7743624,0.504915895,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,3.0,vanilla,20.0,0.18593462,0.40192363,0.6505587,0.773402,0.5029547375,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,3.0,vanilla,25.0,0.184861,0.40119576,0.65018153,0.77308583,0.50233103,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,6.0,vanilla,0.0,0.46342033,0.74398315,1.0226785,1.1456336,0.843928895,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,6.0,vanilla,5.0,0.34784496,0.6634483,0.98173827,1.1111892,0.7760551825,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,6.0,vanilla,10.0,0.3120259,0.6385473,0.9689489,1.100433,0.7549887750000001,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,6.0,vanilla,15.0,0.3003794,0.6298759,0.9644348,1.0962782,0.747742075,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,6.0,vanilla,20.0,0.29659984,0.6269732,0.9628653,1.0951403,0.74539466,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,6.0,vanilla,25.0,0.29544052,0.62618065,0.96236557,1.094742,0.744682185,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,9.0,vanilla,0.0,0.554687,0.9256959,1.1771492,1.2205585,0.96952265,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,9.0,vanilla,5.0,0.43564874,0.83309144,1.1305763,1.1829953,0.895577945,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,9.0,vanilla,10.0,0.39744988,0.8025815,1.1153175,1.1704371,0.8714464949999999,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,9.0,vanilla,15.0,0.38608977,0.7941683,1.1106367,1.1670654,0.8644900424999999,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,9.0,vanilla,20.0,0.38215852,0.7906322,1.1089745,1.1657974,0.861890655,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,9.0,vanilla,25.0,0.38080293,0.7894434,1.1084914,1.1654639,0.8610504075,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,10.0,vanilla,0.0,0.5955132,0.9182079,1.1707399,1.242768,0.98180725,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,10.0,vanilla,5.0,0.45990127,0.82618654,1.1202627,1.1982398,0.9011475775000001,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,10.0,vanilla,10.0,0.41638866,0.79616296,1.1036478,1.1835464,0.8749364550000001,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,10.0,vanilla,15.0,0.4029737,0.7870237,1.09883,1.1789063,0.866933425,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,10.0,vanilla,20.0,0.39900005,0.78458124,1.0974766,1.1777203,0.8646945475,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,10.0,vanilla,25.0,0.39754593,0.7834792,1.0969094,1.1772285,0.8637907575,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,12.0,vanilla,0.0,0.81504196,1.2221901,1.3285004,1.2748296,1.160140515,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,12.0,vanilla,5.0,0.6528257,1.1103358,1.2716715,1.2266425,1.065368875,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,12.0,vanilla,10.0,0.6025583,1.074872,1.253159,1.210714,1.035325825,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,12.0,vanilla,15.0,0.58617556,1.0637128,1.2470267,1.2056476,1.025640665,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,12.0,vanilla,20.0,0.58112687,1.0601282,1.2452735,1.2040933,1.0226554675,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,12.0,vanilla,25.0,0.57958186,1.0592248,1.2447819,1.2036328,1.02180534,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,15.0,vanilla,0.0,0.932463,1.3397722,1.3088608,1.2830882,1.21604605,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,15.0,vanilla,5.0,0.776466,1.221906,1.2526948,1.2324303,1.120874275,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,15.0,vanilla,10.0,0.72824067,1.1858621,1.2328147,1.2161375,1.0907637425,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,15.0,vanilla,15.0,0.71283424,1.1733457,1.2270787,1.2114725,1.081182785,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,15.0,vanilla,20.0,0.70805955,1.169995,1.2252512,1.2102396,1.0783863375,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,15.0,vanilla,25.0,0.70650536,1.1688504,1.2246386,1.2095469,1.077385315,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,18.0,vanilla,0.0,1.2037445,1.574681,1.2899071,1.265242,1.33339365,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,18.0,vanilla,5.0,1.0452856,1.4555928,1.2298069,1.2158984,1.236645925,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,18.0,vanilla,10.0,0.993366,1.4160293,1.2106174,1.1988213,1.2047085,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,18.0,vanilla,15.0,0.97797424,1.40558,1.205133,1.1944388,1.19578151,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,18.0,vanilla,20.0,0.97305655,1.4017265,1.2027488,1.1925113,1.1925107875,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,18.0,vanilla,25.0,0.9714701,1.400601,1.2022086,1.1919216,1.191550325,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,21.0,vanilla,0.0,1.3160597,1.5489593,1.403389,1.4071374,1.41888635,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,21.0,vanilla,5.0,1.110229,1.4051093,1.3232388,1.3408961,1.2948682999999999,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,21.0,vanilla,10.0,1.0451682,1.3612691,1.2984557,1.3200095,1.256225625,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,21.0,vanilla,15.0,1.0246477,1.347173,1.2904558,1.3130357,1.2438280499999999,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,21.0,vanilla,20.0,1.019115,1.3423474,1.2878419,1.3109384,1.240060675,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,21.0,vanilla,25.0,1.0169365,1.3408179,1.2868391,1.3102696,1.238715775,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,24.0,vanilla,0.0,1.4073039,1.5427628,1.3763778,1.3633978,1.4224605750000001,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,24.0,vanilla,5.0,1.234475,1.4192892,1.3105612,1.2966655,1.3152477249999999,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,24.0,vanilla,10.0,1.1812686,1.3809296,1.2890179,1.2766153,1.28195785,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,24.0,vanilla,15.0,1.1642812,1.3681309,1.2816706,1.2694396,1.270880575,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,24.0,vanilla,20.0,1.1588044,1.3646035,1.2792698,1.267714,1.267597925,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,24.0,vanilla,25.0,1.1570411,1.3628424,1.2785453,1.2665888,1.2662544,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,27.0,vanilla,0.0,1.3765956,1.3440498,1.253022,1.2353761,1.302260875,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,27.0,vanilla,5.0,1.2079551,1.2353729,1.2017136,1.1939007,1.2097355749999998,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,27.0,vanilla,10.0,1.1530411,1.1984535,1.1853857,1.1817132,1.179648375,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,27.0,vanilla,15.0,1.1370181,1.1875107,1.1795812,1.177729,1.17045975,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,27.0,vanilla,20.0,1.1314535,1.183927,1.1779647,1.176286,1.1674077999999999,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,27.0,vanilla,25.0,1.1297729,1.182793,1.1776582,1.1760521,1.16656905,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,30.0,vanilla,0.0,1.4690677,1.507062,1.4526703,1.3154825,1.4360706250000002,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,30.0,vanilla,5.0,1.2626413,1.3559065,1.374269,1.2608626,1.31341985,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,30.0,vanilla,10.0,1.199684,1.3122021,1.3528138,1.2428145,1.2768785999999999,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,30.0,vanilla,15.0,1.1795089,1.2968984,1.3459406,1.237559,1.264976725,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,30.0,vanilla,20.0,1.1728443,1.2932749,1.3440197,1.2359439,1.2615207,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,30.0,vanilla,25.0,1.1708448,1.2916859,1.3431336,1.2352577,1.2602305,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,33.0,vanilla,0.0,1.7892728,1.6413895,1.5351645,1.3844774,1.58757605,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,33.0,vanilla,5.0,1.5762161,1.489964,1.4554889,1.3248367,1.461626425,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,33.0,vanilla,10.0,1.5055689,1.4425206,1.4287872,1.3040456,1.420230575,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,33.0,vanilla,15.0,1.4846814,1.4274778,1.4207007,1.2975647,1.40760615,AR\TDD\generalization\slice_9\20260227_185737\result.csv
AR,TDD,generalization,A,1e-07,33.0,vanilla,20.0,1.4776362,1.4224068,1.4180818,1.2959753,1.403525025,AR\TDD\generalization\slice_12\20260227_190549\result.csv
AR,TDD,generalization,A,1e-07,33.0,vanilla,25.0,1.4753321,1.4211261,1.4172102,1.2950133,1.402170425,AR\TDD\generalization\slice_16\20260227_191332\result.csv
AR,TDD,generalization,A,1e-07,36.0,vanilla,0.0,1.6575736,1.5767045,1.3936791,1.2798404,1.4769494,AR\TDD\generalization\slice_0\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,36.0,vanilla,5.0,1.4738361,1.4301965,1.3130037,1.2243986,1.360358725,AR\TDD\generalization\slice_3\20260227_173848\result.csv
AR,TDD,generalization,A,1e-07,36.0,vanilla,10.0,1.4136565,1.3855236,1.2880057,1.206643,1.3234572,AR\TDD\generalization\slice_6\20260227_185328\result.csv
AR,TDD,generalization,A,1e-07,36.0,vanilla,15.0,1.396055,1.3726299,1.2806904,1.2005688,1.3124860250000001,AR\TDD\generalization\slice_9\20260227_185737\result.csv
